sample_num,dna_sample,dna_id,soil_let,soil_stress,soil_type,microbe_type,nickel,drought,tray,pds,date.collected,date.dna,pds.8.22.2018,height.8.22.2018,leaf.num.8.22.2018,date.8.22.2018,pds.8.29.2018,height.8.29.2018,leaf.num.8.29.2018,date.8.29.2018,pds.10.22.2018,height.10.22.2018,leaf.numpds.10.22.2018,date.10.22.2018,pds.9.3.2018,height.9.3.2018,leaf.num.9.3.2018,date.9.3.2018,pds.9.10.2018,height.9.10.2018,leaf.num.9.10.2018,date.9.10.2018,pds.9.24.2018,height.9.24.2018,leaf.num.9.24.2018,date.9.24.2018,pds.9.17.2018,height.9.17.2018,leaf.num.9.17.2018,date.9.17.2018,pds.10.1.2018,height.10.1.2018,leaf.num.10.1.2018,date.10.1.2018,pds.10.8.2018,height.10.8.2018,leaf.num.10.8.2018,date.10.8.2018,pds.10.15.2018,height.10.15.2018,leaf.num.10.15.2018,date.10.15.2018,pds.11.12.2018,height.11.12.2018,leaf.num.11.12.2018,date.11.12.2018,pds.11.19.2018,height.11.19.2018,leaf.num.11.19.2018,date.11.19.2018,pds.11.26.2018,height.11.26.2018,leaf.num.11.26.2018,date.11.26.2018,sample_num_let,Analysis Date Time,ImageFileName,ImageAcqDeviceAndSoftwareInfo DateTimeModified,AnalysedRegionArea(cm2),AnalysedRegionWidth(cm),AnalysedRegionHeight(cm),Left Top Right Bottom NExclusions,DevOrder Criteria,ImgType CalibMeth TPU Units PxSizeH PxSizeV [CalFile],PxClassif,Filters,Fractal PxMin PxMax,SoilVol(m3),Length(cm),ProjArea(cm2),SurfArea(cm2),AvgDiam(mm),LenPerVol(cm/m3),RootVolume(cm3),FractalDimension,FractalDeviation,Tips,Forks,Crossings,NofNodules,NumberOfClasses,ClassBoundaries,0<.L.<=0.5000000,0.5000000<.L.<=1.0000000,1.0000000<.L.<=1.5000000,1.5000000<.L.<=2.0000000,2.0000000<.L.<=2.5000000,2.5000000<.L.<=3.0000000,3.0000000<.L.<=3.5000000,3.5000000<.L.<=4.0000000,4.0000000<.L.<=4.5000000,.L.>4.5000000,0<.SA.<=0.5000000,0.5000000<.SA.<=1.0000000,1.0000000<.SA.<=1.5000000,1.5000000<.SA.<=2.0000000,2.0000000<.SA.<=2.5000000,2.5000000<.SA.<=3.0000000,3.0000000<.SA.<=3.5000000,3.5000000<.SA.<=4.0000000,4.0000000<.SA.<=4.5000000,.SA.>4.5000000,0<.PA.<=0.5000000,0.5000000<.PA.<=1.0000000,1.0000000<.PA.<=1.5000000,1.5000000<.PA.<=2.0000000,2.0000000<.PA.<=2.5000000,2.5000000<.PA.<=3.0000000,3.0000000<.PA.<=3.5000000,3.5000000<.PA.<=4.0000000,4.0000000<.PA.<=4.5000000,.PA.>4.5000000,0<.V.<=0.5000000,0.5000000<.V.<=1.0000000,1.0000000<.V.<=1.5000000,1.5000000<.V.<=2.0000000,2.0000000<.V.<=2.5000000,2.5000000<.V.<=3.0000000,3.0000000<.V.<=3.5000000,3.5000000<.V.<=4.0000000,4.0000000<.V.<=4.5000000,.V.>4.5000000,0<.T.<=0.5000000,0.5000000<.T.<=1.0000000,1.0000000<.T.<=1.5000000,1.5000000<.T.<=2.0000000,2.0000000<.T.<=2.5000000,2.5000000<.T.<=3.0000000,3.0000000<.T.<=3.5000000,3.5000000<.T.<=4.0000000,4.0000000<.T.<=4.5000000,.T.>4.5000000
101,84B101,84,B,NS,nonserpentine,nonserpentine,no,no,5,1,12/1/18,4/1/19,1,3.5,4,8/22/18,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,,,,11/19/18,1,5.333333333,,11/26/18,101B,4/10/19 14:57,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,35.8231,4.6042,9.1798,126 2415 849 3861 9,MAG ANG DIAM LEN,Grey Intr cm 0.006368 0.006348 Scanner.Cal,GreyThdAutom-191,Smooth Off Area Off LWRatio Off,Off,1,75.2247,1.9261,6.051,0.2319,629.8496,0.266,0,0,424,2276,876,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,609.5794,17.1561,1.9687,0.8909,0.0771,0.0613,0.0931,0,0,0,34.1664,3.4657,0.7402,0.4767,0.0492,0.0526,0.0925,0,0,0,10.8755,1.1032,0.2356,0.1517,0.0157,0.0167,0.0294,0,0,0,0.1796,0.058,0.0224,0.0205,0.0025,0.0036,0.0073,0,0,0,421,3,0,0,0,0,0,0,0,0
131,66B131,66,B,NS,nonserpentine,nonserpentine,no,no,6,5,12/15/18,3/20/19,1,3.5,2,8/22/18,1,4,4,8/29/18,3,11,13,10/22/18,2,4,4,9/3/18,2,5,6,9/10/18,2,7.5,9,9/24/18,2,6,7,9/17/18,2,9,11,10/1/18,2,9.5,11,10/8/18,3,10,14,10/15/18,4,20,10,11/12/18,4,20,11,11/19/18,,,,11/26/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,34B155,34,B,NS,nonserpentine,nonserpentine,no,no,1,4,11/17/18,2/25/19,1,3.5,4,8/22/18,1,3,4,8/29/18,2,8,8,10/22/18,1,4,3,9/3/18,3,4,4,9/10/18,3,5.5,5,9/24/18,3,4,5,9/17/18,2,6,7,10/1/18,2,6.5,8,10/8/18,2,7,8,10/15/18,4,9,5,11/12/18,,,,11/19/18,,,,11/26/18,155B,10/8/19 11:27,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,69.3057,9.906,17.0307,918 870 2478 355235,MAG ANG DIAM LEN,Grey Intr cm 0.006350 0.006350,GreyThdAutom-181,Smooth Off Area Off LWRatio Off,Off,1,260.0217,5.8492,18.3759,0.3994,11.0818,0.014,0,0,8,6,1,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,9.2638,1.6362,0.1818,0,0,0,0,0,0,0,0.8901,0.3306,0.0713,0,0,0,0,0,0,0,0.2833,0.1052,0.0227,0,0,0,0,0,0,0,0.0075,0.0054,0.0022,0,0,0,0,0,0,0,6,1,1,0,0,0,0,0,0,0
162,22B162,22,B,NS,nonserpentine,nonserpentine,no,no,4,3,10/21/18,2/15/19,1,3.5,4,8/22/18,1,4.5,4,8/29/18,.,.,.,10/22/18,1,4.5,5,9/3/18,2,5,5,9/10/18,2,7,8,9/24/18,2,6.5,6,9/17/18,2,8.5,9,10/1/18,2,8.5,9,10/8/18,3,11,11,10/15/18,,,,11/12/18,,,,11/19/18,,,,11/26/18,162B,10/15/19 11:44,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,117.1359,11.3792,11.4046,632 908 2424 27049,MAG ANG DIAM LEN,Grey Intr cm 0.006350 0.006350,GreyThdAutom-191,Smooth Off Area Off LWRatio Off,Off,1,219.621,4.5418,14.2685,0.2849,87.4812,0.056,0,0,105,492,127,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,80.0191,6.5577,0.8056,0.1043,0,0,0,0,0,0,4.9503,1.3341,0.3037,0.0539,0,0,0,0,0,0,1.5757,0.4246,0.0967,0.0172,0,0,0,0,0,0,0.0295,0.0224,0.0092,0.0022,0,0,0,0,0,0,103,1,1,0,0,0,0,0,0,0
158,149B158,149,B,NS,nonserpentine,nonserpentine,no,no,5,4,11/17/18,7/27/19,1,3.5,4,8/22/18,1,4,5,8/29/18,3,11.5,12,10/22/18,2,5,5,9/3/18,2,6,7,9/10/18,2,7,8,9/24/18,2,6.5,8,9/17/18,2,6.5,10,10/1/18,2,8.5,11,10/8/18,3,11,11,10/15/18,4,19.5,11,11/12/18,,,,11/19/18,,,,11/26/18,158B,10/8/19 12:01,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,95.2104,8.4963,17.0688,864 594 2202 328235,MAG ANG DIAM LEN,Grey Intr cm 0.006350 0.006350,GreyThdAutom-179,Smooth Off Area Off LWRatio Off,Off,1,342.9924,8.2342,25.8684,0.2588,32.2971,0.017,0,0,92,103,12,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,30.6873,1.5696,0.0402,0,0,0,0,0,0,0,1.8626,0.2926,0.0149,0,0,0,0,0,0,0,0.5929,0.0931,0.0048,0,0,0,0,0,0,0,0.0114,0.0045,0.0004,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0
132,49B132,49,B,NS,nonserpentine,nonserpentine,no,no,4,2,9/4/18,3/11/19,1,4,6,8/22/18,2,4,6,8/29/18,.,.,.,10/22/18,2,4.5,7,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,,,,11/19/18,,,,11/26/18,132B,10/1/19 11:30,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,67.0921,8.3058,14.0589,1026 798 2334 301219,MAG ANG DIAM LEN,Grey Intr cm 0.006350 0.006350,GreyThdAutom-184,Smooth Off Area Off LWRatio Off,Off,1,342.0136,9.0966,28.5778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,127B182,127,B,NS,nonserpentine,nonserpentine,no,no,5,3,10/21/18,5/1/19,1,4,4,8/22/18,2,4,4,8/29/18,.,.,.,10/22/18,1,3,5,9/3/18,2,6,7,9/10/18,2,7.5,9,9/24/18,2,6.5,8,9/17/18,2,8,10,10/1/18,2,9,12,10/8/18,3,10,13,10/15/18,,,,11/12/18,,,,11/19/18,,,,11/26/18,182B,10/22/19 10:00,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,166.9845,9.5631,20.4978,648 486 2154 371434,MAG ANG DIAM LEN,Grey Intr cm 0.006350 0.006350,GreyThdAutom-190,Smooth Off Area Off LWRatio Off,Off,1,477.103,10.541,33.1156,0.4063,46.2525,0.06,0,0,94,152,10,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,40.1609,4.8847,0.8769,0.1318,0.0988,0.0994,0,0,0,0,3.4508,0.9834,0.3164,0.0856,0.0725,0.0824,0,0,0,0,1.0984,0.313,0.1007,0.0272,0.0231,0.0262,0,0,0,0,0.0265,0.0165,0.0092,0.0044,0.0042,0.0054,0,0,0,0,89,5,0,0,0,0,0,0,0,0
122,97B122,97,B,NS,nonserpentine,nonserpentine,no,no,2,2,9/11/18,4/9/19,1,4.5,4,8/22/18,1,5,5,8/29/18,.,.,.,10/22/18,2,5.5,6,9/3/18,2,5,7,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,,,,11/19/18,,,,11/26/18,122B,10/24/19 10:54,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,61.4231,7.2009,13.9065,624 1002 1758 319213,MAG ANG DIAM LEN,Grey Intr cm 0.006350 0.006350,GreyThdAutom-192,Smooth Off Area Off LWRatio Off,Off,1,122.7777,2.5191,7.914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,85B114,85,B,NS,nonserpentine,nonserpentine,no,no,1,2,9/4/18,4/3/19,1,4.5,4,8/22/18,2,6,5,8/29/18,.,.,.,10/22/18,2,6.5,6,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,,,,11/19/18,,,,11/26/18,114B,10/1/19 10:44,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,31.445,5.0038,7.0866,1392 1636 2180 275210,MAG ANG DIAM LEN,Grey Intr cm 0.006350 0.006350,GreyThdAutom-185,Smooth Off Area Off LWRatio Off,Off,1,132.99,3.3081,10.3927,0.2282,140.4297,0.057,0,0,110,324,102,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,136.2686,3.6363,0.5248,0,0,0,0,0,0,0,7.5382,0.7506,0.2095,0,0,0,0,0,0,0,2.3995,0.2389,0.0667,0,0,0,0,0,0,0,0.0387,0.0128,0.0067,0,0,0,0,0,0,0,109,1,0,0,0,0,0,0,0,0
154,21B154,21,B,NS,nonserpentine,nonserpentine,no,no,7,3,10/21/18,2/15/19,1,5,6,8/22/18,2,5,6,8/29/18,.,.,.,10/22/18,2,5,8,9/3/18,2,4.5,10,9/10/18,2,4.5,13,9/24/18,2,5,11,9/17/18,2,4.5,14,10/1/18,3,6,14,10/8/18,3,6,14,10/15/18,,,,11/12/18,,,,11/19/18,,,,11/26/18,154B,5/29/19 16:08,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,98.0247,8.3806,13.5601,1080 1252 2396 33889,MAG ANG DIAM LEN,Grey Intr cm 0.006368 0.006348 Scanner.Cal,GreyThdAutom-178,Smooth Off Area Off LWRatio Off,Off,1,355.9098,10.7451,33.7568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,165B97,165,B,NS,nonserpentine,nonserpentine,no,no,6,6,12/15/18,8/3/19,1,5,6,8/22/18,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,,,,11/19/18,,,,11/26/18,,,,,,,,,,,,,,,,,,0.3502,18.1774,0.018,0,0,17,20,0,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,16.2627,1.4769,0.1402,0.2976,0,0,0,0,0,0,1.3275,0.2656,0.0573,0.1629,0,0,0,0,0,0,0.4226,0.0846,0.0182,0.0518,0,0,0,0,0,0,0.0095,0.0039,0.0019,0.0071,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
105,163B105,163,B,NS,nonserpentine,nonserpentine,no,no,2,6,12/15/18,8/3/19,1,5,8,8/22/18,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,,,,11/19/18,,,,11/26/18,,,,,,,,,,,,,,,,,,0.3041,74.5748,0.054,0,0,169,374,67,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,67.1455,6.6719,0.5286,0.2323,0,0,0,0,0,0,4.4627,1.3637,0.205,0.123,0,0,0,0,0,0,1.4205,0.4341,0.0653,0.0392,0,0,0,0,0,0,0.0289,0.023,0.0064,0.0052,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0
143,154B143,154,B,NS,nonserpentine,nonserpentine,no,no,3,4,11/17/18,7/27/19,1,5,5,8/22/18,2,5.5,6,8/29/18,.,.,.,10/22/18,2,6.5,6,9/3/18,2,6,9,9/10/18,2,6.5,13,9/24/18,2,6,11,9/17/18,3,8.5,13,10/1/18,3,9,13,10/8/18,3,12.5,12,10/15/18,4,16.5,11,11/12/18,,,,11/19/18,,,,11/26/18,,,,,,,,,,,,,,,,,,0.281,21.9075,0.014,0,0,31,29,4,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,20.6712,1.2365,0,0,0,0,0,0,0,0,1.4872,0.241,0,0,0,0,0,0,0,0,0.4734,0.0767,0,0,0,0,0,0,0,0,0.0099,0.0038,0,0,0,0,0,0,0,0,28,3,0,0,0,0,0,0,0,0
142,117B142,117,B,NS,nonserpentine,nonserpentine,no,no,4,2,9/4/18,4/16/19,1,5,5,8/22/18,2,7.5,7,8/29/18,.,.,.,10/22/18,2,7.5,8,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,,,,11/19/18,,,,11/26/18,142B,5/29/19 15:56,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,48.2736,5.5276,11.935,1304 1152 2172 303214,MAG ANG DIAM LEN,Grey Intr cm 0.006368 0.006348 Scanner.Cal,GreyThdAutom-187,Smooth Off Area Off LWRatio Off,Off,1,170.4969,4.5466,14.2836,0.2566,324.8341,0.168,0,0,257,977,368,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,312.4035,9.8526,1.224,0.6083,0.297,0.4488,0,0,0,0,18.8739,2.0011,0.4725,0.3404,0.2058,0.3845,0,0,0,0,6.0077,0.637,0.1504,0.1084,0.0655,0.1224,0,0,0,0,0.1042,0.0338,0.0146,0.0153,0.0114,0.0262,0,0,0,0,257,0,0,0,0,0,0,0,0,0
160,92B160,92,B,NS,nonserpentine,nonserpentine,no,no,4,3,10/21/18,4/8/19,1,5.5,4,8/22/18,2,6,6,8/29/18,.,.,.,10/22/18,2,6,7,9/3/18,2,6.5,11,9/10/18,2,7.5,11,9/24/18,2,6.5,10,9/17/18,2,7.5,11,10/1/18,3,9,13,10/8/18,3,9.5,13,10/15/18,,,,11/12/18,,,,11/19/18,,,,11/26/18,,,,,,,,,,,,,,,,,,0.2201,420.5238,0.16,0,0,611,1450,502,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,408.3691,9.9552,0.9579,0.8596,0.155,0,0,0,0,0,21.5464,2.0223,0.3704,0.4626,0.1171,0,0,0,0,0,6.8584,0.6437,0.1179,0.1473,0.0373,0,0,0,0,0,0.1105,0.0342,0.0116,0.0199,0.0071,0,0,0,0,0,607,3,0,1,0,0,0,0,0,0
103,79B103,79,B,NS,nonserpentine,nonserpentine,no,no,1,1,12/1/18,4/1/19,1,5.5,7,8/22/18,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,,,,11/19/18,1,4.5,,11/26/18,103B,4/10/19 14:34,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,43.9854,3.9547,11.1224,240 2202 861 3954 0,MAG ANG DIAM LEN,Grey Intr cm 0.006368 0.006348 Scanner.Cal,GreyThdAutom-196,Smooth Off Area Off LWRatio Off,Off,1,66.669,1.7097,5.3713,0.2391,400.9324,0.18,0,0,325,1322,507,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,388.0061,9.0114,2.4821,1.1009,0.332,0,0,0,0,0,22.1,1.8165,0.9609,0.5887,0.2242,0,0,0,0,0,7.0346,0.5782,0.3059,0.1874,0.0714,0,0,0,0,0,0.1184,0.0302,0.03,0.0253,0.0121,0,0,0,0,0,321,4,0,0,0,0,0,0,0,0
168,65B168,65,B,NS,nonserpentine,nonserpentine,no,no,2,5,12/15/18,3/20/19,1,5.5,6,8/22/18,2,6,7,8/29/18,3,9.5,12,10/22/18,2,6.5,9,9/3/18,2,6,11,9/10/18,2,6,12,9/24/18,2,6,10,9/17/18,2,7,13,10/1/18,2,8.5,15,10/8/18,3,9.5,14,10/15/18,4,17,10,11/12/18,4,16,11,11/19/18,,,,11/26/18,168B,11/12/19 12:13,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,142.2045,11.5824,14.3637,576 354 2400 2616 18,MAG ANG DIAM LEN,Grey Intr cm 0.006350 0.006350,GreyThdAutom-178,Smooth Off Area Off LWRatio Off,Off,1,420.5238,9.2575,29.0832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,151B175,151,B,NS,nonserpentine,nonserpentine,no,no,3,5,12/15/18,7/27/19,1,5.5,4,8/22/18,2,7,7,8/29/18,.,.,.,10/22/18,2,7,10,9/3/18,2,8,12,9/10/18,2,7.5,15,9/24/18,2,7.5,12,9/17/18,3,8.5,14,10/1/18,3,10,16,10/8/18,3,10,18,10/15/18,4,18.5,13,11/12/18,4,18.5,11,11/19/18,,,,11/26/18,,,,,,,,,,,,,,,,,,0.3048,27.2078,0.02,0,0,28,25,4,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,25.5235,1.6754,0,0,0,0,0,0,0,0,2.0298,0.3155,0,0,0,0,0,0,0,0,0.6461,0.1004,0,0,0,0,0,0,0,0,0.0139,0.0049,0,0,0,0,0,0,0,0,26,2,0,0,0,0,0,0,0,0
130,119B130,119,B,NS,nonserpentine,nonserpentine,no,no,9,2,9/4/18,4/16/19,1,5.5,6,8/22/18,2,6.5,7,8/29/18,.,.,.,10/22/18,2,5.5,7,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,,,,11/19/18,,,,11/26/18,130B,10/1/19 10:12,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,52.2533,9.1948,9.017,740 2500 2188 392013,MAG ANG DIAM LEN,Grey Intr cm 0.006350 0.006350,GreyThdAutom-185,Smooth Off Area Off LWRatio Off,Off,1,329.6572,8.991,28.2462,0.225,260.0217,0.103,0,0,368,1092,382,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,252.4513,7.1442,0.3522,0.0275,0,0,0,0,0,0,13.5006,1.4,0.1244,0.0131,0,0,0,0,0,0,4.2974,0.4456,0.0396,0.0042,0,0,0,0,0,0,0.0699,0.0227,0.0035,0.0005,0,0,0,0,0,0,364,4,0,0,0,0,0,0,0,0
113,115B113,115,B,NS,nonserpentine,nonserpentine,no,no,1,2,9/4/18,4/16/19,1,5.5,7,8/22/18,2,6.5,9,8/29/18,.,.,.,10/22/18,2,7,10,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,2,8,10,10/8/18,.,.,.,10/15/18,,,,11/12/18,,,,11/19/18,,,,11/26/18,113B,10/3/19 10:26,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,71.3332,9.7155,14.1732,840 780 2370 301224,MAG ANG DIAM LEN,Grey Intr cm 0.006350 0.006350,GreyThdAutom-181,Smooth Off Area Off LWRatio Off,Off,1,418.6632,12.4356,39.0676,0.3189,279.6989,0.223,0,0,290,1403,340,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,252.3825,22.154,3.151,1.3774,0.4007,0.0926,0.036,0,0,0,16.3788,4.6578,1.1483,0.7233,0.2631,0.0837,0.0349,0,0,0,5.2135,1.4826,0.3655,0.2302,0.0837,0.0266,0.0111,0,0,0,0.1002,0.0812,0.0337,0.0305,0.0138,0.006,0.0027,0,0,0,285,5,0,0,0,0,0,0,0,0
174,170B174,170,B,NS,nonserpentine,nonserpentine,no,no,8,4,11/17/18,.,1,6,4,8/22/18,2,9,7,8/29/18,4,17,17,10/22/18,2,9,8,9/3/18,2,10,11,9/10/18,2,10,15,9/24/18,2,10,13,9/17/18,3,10,17,10/1/18,3,10.5,16,10/8/18,4,17,17,10/15/18,4,17,11,11/12/18,,,,11/19/18,,,,11/26/18,174B,11/19/19 12:32,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,184.744,12.8778,16.8021,690 498 2718 3144 12,MAG ANG DIAM LEN,Grey Intr cm 0.006350 0.006350,GreyThdAutom-166,Smooth Off Area Off LWRatio Off,Off,1,1542.088,48.5695,152.5857,0.266,342.0136,0.19,0,0,286,2442,773,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,316.6363,22.4876,2.3624,0.4808,0.0275,0,0,0,0,0,17.9921,4.6761,0.8724,0.2589,0.0187,0,0,0,0,0,5.7271,1.4884,0.2777,0.0824,0.006,0,0,0,0,0,0.102,0.0807,0.0259,0.0112,0.001,0,0,0,0,0,284,2,0,0,0,0,0,0,0,0
149,130B149,130,B,NS,nonserpentine,nonserpentine,no,no,7,3,10/21/18,5/1/19,1,6,6,8/22/18,2,6,7,8/29/18,.,.,.,10/22/18,2,6,7,9/3/18,2,6.5,9,9/10/18,2,7,11,9/24/18,2,7,10,9/17/18,2,8,12,10/1/18,3,10.5,11,10/8/18,3,10,10,10/15/18,,,,11/12/18,,,,11/19/18,,,,11/26/18,149B,5/8/19 16:08,ScannerOrCamera,EPSON EPSON Flatbed Scanner EPSON Expression 11000XL 1.8 V3.49 3.49,114.1351,9.858,13.7633,852 1288 2400 34568,MAG ANG DIAM LEN,Grey Intr cm 0.006368 0.006348 Scanner.Cal,GreyThdAutom-180,Smooth Off Area Off LWRatio Off,Off,1,442.7526,13.9745,43.9021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,104B136,104,B,NS,nonserpentine,nonserpentine,no,no,6,3,10/21/18,4/10/19,1,6,4,8/22/18,1,7.5,5,8/29/18,.,.,.,10/22/18,2,8,7,9/3/18,2,8.5,9,9/10/18,2,9,12,9/24/18,2,9,10,9/17/18,2,9.9,12,10/1/18,2,11.5,15,10/8/18,3,12,15,10/15/18,,,,11/12/18,,,,11/19/18,,,,11/26/18,,,,,,,,,,,,,,,,,,0.3369,279.0199,0.249,0,0,437,1436,313,0,10,0.0000000 0.5000000 1.0000000 1.5000000 2.0000000 2.5000000 3.0000000 3.5000000 4.0000000 4.5000000,247.0062,23.1028,5.888,1.7221,0.9082,0.1866,0.1223,0,0,0,16.1106,4.8268,2.249,0.9111,0.6378,0.1491,0.1252,0,0,0,5.1282,1.5364,0.7159,0.29,0.203,0.0475,0.0399,0,0,0,0.0991,0.0835,0.0693,0.0386,0.0359,0.0095,0.0102,0,0,0,422,12,2,1,0,0,0,0,0,0
