sample_num,soil_let,soil_stress,soil_type,microbe_type,nickel,drought,tray,pds,height,leaf.num,date,sample_num_let,winrhizo_date,root_length,proj_area,root_surfacearea,root_diameter,root_length_per_volume,root_volume,wet.biomass.above,dry.biomass.above,moisture.above
97,B,NS,nonserpentine,nonserpentine,no,no,6,1,5,6,8/22/18,.,.,.,.,.,.,.,.,.,.,.
100,B,NS,nonserpentine,nonserpentine,no,no,4,1,5,5,8/22/18,.,.,.,.,.,.,.,.,.,.,.
105,B,NS,nonserpentine,nonserpentine,no,no,2,1,5,8,8/22/18,.,.,.,.,.,.,.,.,.,.,.
116,B,NS,nonserpentine,nonserpentine,no,no,4,1,5,5,8/22/18,.,.,.,.,.,.,.,.,.,.,.
122,B,NS,nonserpentine,nonserpentine,no,no,2,1,5,5,8/29/18,.,.,.,.,.,.,.,.,.,.,.
128,B,NS,nonserpentine,nonserpentine,no,no,9,1,5,6,8/22/18,.,.,.,.,.,.,.,.,.,.,.
139,B,NS,nonserpentine,nonserpentine,no,no,5,1,5,5,8/22/18,.,.,.,.,.,.,.,.,.,.,.
141,B,NS,nonserpentine,nonserpentine,no,no,3,1,5,6,9/3/18,.,.,.,.,.,.,.,.,.,.,.
142,B,NS,nonserpentine,nonserpentine,no,no,4,1,5,5,8/22/18,.,.,.,.,.,.,.,.,.,.,.
143,B,NS,nonserpentine,nonserpentine,no,no,3,1,5,5,8/22/18,.,.,.,.,.,.,.,.,.,.,.
144,B,NS,nonserpentine,nonserpentine,no,no,5,1,5,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
148,B,NS,nonserpentine,nonserpentine,no,no,8,1,5,5,9/10/18,.,.,.,.,.,.,.,.,.,.,.
150,B,NS,nonserpentine,nonserpentine,no,no,1,1,5,6,8/22/18,.,.,.,.,.,.,.,.,.,.,.
154,B,NS,nonserpentine,nonserpentine,no,no,7,1,5,6,8/22/18,.,.,.,.,.,.,.,.,.,.,.
159,B,NS,nonserpentine,nonserpentine,no,no,6,1,5,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
163,B,NS,nonserpentine,nonserpentine,no,no,5,1,5,5,8/22/18,.,.,.,.,.,.,.,.,.,.,.
163,B,NS,nonserpentine,nonserpentine,no,no,5,1,5,6,8/29/18,.,.,.,.,.,.,.,.,.,.,.
171,B,NS,nonserpentine,nonserpentine,no,no,5,1,5,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
171,B,NS,nonserpentine,nonserpentine,no,no,5,1,5,5,8/29/18,.,.,.,.,.,.,.,.,.,.,.
173,B,NS,nonserpentine,nonserpentine,no,no,6,1,5,6,8/29/18,.,.,.,.,.,.,.,.,.,.,.
181,B,NS,nonserpentine,nonserpentine,no,no,4,1,5,3,8/22/18,.,.,.,.,.,.,.,.,.,.,.
184,B,NS,nonserpentine,nonserpentine,no,no,7,1,5,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
186,B,NS,nonserpentine,nonserpentine,no,no,6,1,5,6,8/22/18,.,.,.,.,.,.,.,.,.,.,.
189,B,NS,nonserpentine,nonserpentine,no,no,5,1,5,5,8/22/18,.,.,.,.,.,.,.,.,.,.,.
112,B,NS,nonserpentine,nonserpentine,no,no,4,2,5,6,8/29/18,.,.,.,.,.,.,.,.,.,.,.
125,B,NS,nonserpentine,nonserpentine,no,no,9,2,5,7,9/17/18,.,.,.,.,.,.,.,.,.,.,.
126,B,NS,nonserpentine,nonserpentine,no,no,1,2,5,6,9/3/18,.,.,.,.,.,.,.,.,.,.,.
127,B,NS,nonserpentine,nonserpentine,no,no,6,2,5,6,9/17/18,.,.,.,.,.,.,.,.,.,.,.
127,B,NS,nonserpentine,nonserpentine,no,no,6,2,5,7,9/24/18,.,.,.,.,.,.,.,.,.,.,.
127,B,NS,nonserpentine,nonserpentine,no,no,6,2,5,6,10/1/18,.,.,.,.,.,.,.,.,.,.,.
128,B,NS,nonserpentine,nonserpentine,no,no,9,2,5,7,8/29/18,.,.,.,.,.,.,.,.,.,.,.
131,B,NS,nonserpentine,nonserpentine,no,no,6,2,5,6,9/10/18,.,.,.,.,.,.,.,.,.,.,.
145,B,NS,nonserpentine,nonserpentine,no,no,6,2,5,6,9/10/18,.,.,.,.,.,.,.,.,.,.,.
145,B,NS,nonserpentine,nonserpentine,no,no,6,2,5,7,9/17/18,.,.,.,.,.,.,.,.,.,.,.
150,B,NS,nonserpentine,nonserpentine,no,no,1,2,5,7,8/29/18,.,.,.,.,.,.,.,.,.,.,.
150,B,NS,nonserpentine,nonserpentine,no,no,1,2,5,11,9/17/18,.,.,.,.,.,.,.,.,.,.,.
154,B,NS,nonserpentine,nonserpentine,no,no,7,2,5,6,8/29/18,.,.,.,.,.,.,.,.,.,.,.
154,B,NS,nonserpentine,nonserpentine,no,no,7,2,5,8,9/3/18,.,.,.,.,.,.,.,.,.,.,.
154,B,NS,nonserpentine,nonserpentine,no,no,7,2,5,11,9/17/18,.,.,.,.,.,.,.,.,.,.,.
158,B,NS,nonserpentine,nonserpentine,no,no,5,2,5,5,9/3/18,.,.,.,.,.,.,.,.,.,.,.
162,B,NS,nonserpentine,nonserpentine,no,no,4,2,5,5,9/10/18,.,.,.,.,.,.,.,.,.,.,.
163,B,NS,nonserpentine,nonserpentine,no,no,5,2,5,6,9/3/18,.,.,.,.,.,.,.,.,.,.,.
163,B,NS,nonserpentine,nonserpentine,no,no,5,2,5,8,9/17/18,.,.,.,.,.,.,.,.,.,.,.
166,B,NS,nonserpentine,nonserpentine,no,no,7,2,5,6,9/17/18,.,.,.,.,.,.,.,.,.,.,.
171,B,NS,nonserpentine,nonserpentine,no,no,5,2,5,7,9/10/18,.,.,.,.,.,.,.,.,.,.,.
171,B,NS,nonserpentine,nonserpentine,no,no,5,2,5,7,9/17/18,.,.,.,.,.,.,.,.,.,.,.
171,B,NS,nonserpentine,nonserpentine,no,no,5,2,5,9,10/1/18,.,.,.,.,.,.,.,.,.,.,.
183,B,NS,nonserpentine,nonserpentine,no,no,8,2,5,6,8/29/18,.,.,.,.,.,.,.,.,.,.,.
183,B,NS,nonserpentine,nonserpentine,no,no,8,2,5,6,9/3/18,.,.,.,.,.,.,.,.,.,.,.
183,B,NS,nonserpentine,nonserpentine,no,no,8,2,5,7,9/10/18,.,.,.,.,.,.,.,.,.,.,.
185,B,NS,nonserpentine,nonserpentine,no,no,9,2,5,10,9/24/18,.,.,.,.,.,.,.,.,.,.,.
185,B,NS,nonserpentine,nonserpentine,no,no,9,2,5,10,10/1/18,.,.,.,.,.,.,.,.,.,.,.
186,B,NS,nonserpentine,nonserpentine,no,no,6,2,5,7,9/3/18,.,.,.,.,.,.,.,.,.,.,.
189,B,NS,nonserpentine,nonserpentine,no,no,5,2,5,9,9/10/18,.,.,.,.,.,.,.,.,.,.,.
191,B,NS,nonserpentine,nonserpentine,no,no,7,2,5,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
191,B,NS,nonserpentine,nonserpentine,no,no,7,2,5,7,9/24/18,.,.,.,.,.,.,.,.,.,.,.
184,B,NS,nonserpentine,nonserpentine,no,no,7,3,5,8,10/8/18,.,.,.,.,.,.,.,.,.,.,.
189,B,NS,nonserpentine,nonserpentine,no,no,5,3,5,9,10/1/18,.,.,.,.,.,.,.,.,.,.,.
181,B,NS,nonserpentine,nonserpentine,no,no,4,2,4.5,5,9/10/18,181B,10/24/19 11:17,49.877,0.9999,3.1414,0.2005,49.877,0.016,0.17,0.0469,0.1231
132,B,NS,nonserpentine,nonserpentine,no,no,4,2,4.5,7,9/3/18,132B,10/1/19 11:30,342.0136,9.0966,28.5778,0.266,342.0136,0.19,0.06,0.0195,0.0405
102,B,NS,nonserpentine,nonserpentine,no,no,3,1,4.5,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
114,B,NS,nonserpentine,nonserpentine,no,no,1,1,4.5,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
122,B,NS,nonserpentine,nonserpentine,no,no,2,1,4.5,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
129,B,NS,nonserpentine,nonserpentine,no,no,9,1,4.5,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
134,B,NS,nonserpentine,nonserpentine,no,no,8,1,4.5,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
145,B,NS,nonserpentine,nonserpentine,no,no,6,1,4.5,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
145,B,NS,nonserpentine,nonserpentine,no,no,6,1,4.5,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
145,B,NS,nonserpentine,nonserpentine,no,no,6,1,4.5,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
146,B,NS,nonserpentine,nonserpentine,no,no,8,1,4.5,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
162,B,NS,nonserpentine,nonserpentine,no,no,4,1,4.5,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
162,B,NS,nonserpentine,nonserpentine,no,no,4,1,4.5,5,9/3/18,.,.,.,.,.,.,.,.,.,.,.
176,B,NS,nonserpentine,nonserpentine,no,no,3,1,4.5,5,8/22/18,.,.,.,.,.,.,.,.,.,.,.
188,B,NS,nonserpentine,nonserpentine,no,no,5,1,4.5,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
188,B,NS,nonserpentine,nonserpentine,no,no,5,1,4.5,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
191,B,NS,nonserpentine,nonserpentine,no,no,7,1,4.5,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
191,B,NS,nonserpentine,nonserpentine,no,no,7,1,4.5,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
110,B,NS,nonserpentine,nonserpentine,no,no,5,2,4.5,8,9/24/18,.,.,.,.,.,.,.,.,.,.,.
112,B,NS,nonserpentine,nonserpentine,no,no,4,2,4.5,6,9/3/18,.,.,.,.,.,.,.,.,.,.,.
115,B,NS,nonserpentine,nonserpentine,no,no,4,2,4.5,6,8/29/18,.,.,.,.,.,.,.,.,.,.,.
154,B,NS,nonserpentine,nonserpentine,no,no,7,2,4.5,10,9/10/18,.,.,.,.,.,.,.,.,.,.,.
154,B,NS,nonserpentine,nonserpentine,no,no,7,2,4.5,13,9/24/18,.,.,.,.,.,.,.,.,.,.,.
154,B,NS,nonserpentine,nonserpentine,no,no,7,2,4.5,14,10/1/18,.,.,.,.,.,.,.,.,.,.,.
157,B,NS,nonserpentine,nonserpentine,no,no,1,2,4.5,6,9/10/18,.,.,.,.,.,.,.,.,.,.,.
157,B,NS,nonserpentine,nonserpentine,no,no,1,2,4.5,5,9/17/18,.,.,.,.,.,.,.,.,.,.,.
157,B,NS,nonserpentine,nonserpentine,no,no,1,2,4.5,5,9/24/18,.,.,.,.,.,.,.,.,.,.,.
157,B,NS,nonserpentine,nonserpentine,no,no,1,2,4.5,8,10/1/18,.,.,.,.,.,.,.,.,.,.,.
161,B,NS,nonserpentine,nonserpentine,no,no,9,2,4.5,7,9/24/18,.,.,.,.,.,.,.,.,.,.,.
161,B,NS,nonserpentine,nonserpentine,no,no,9,2,4.5,9,10/1/18,.,.,.,.,.,.,.,.,.,.,.
185,B,NS,nonserpentine,nonserpentine,no,no,9,2,4.5,9,9/17/18,.,.,.,.,.,.,.,.,.,.,.
188,B,NS,nonserpentine,nonserpentine,no,no,5,2,4.5,5,9/10/18,.,.,.,.,.,.,.,.,.,.,.
188,B,NS,nonserpentine,nonserpentine,no,no,5,2,4.5,5,9/17/18,.,.,.,.,.,.,.,.,.,.,.
192,B,NS,nonserpentine,nonserpentine,no,no,1,2,4.5,6,10/1/18,.,.,.,.,.,.,.,.,.,.,.
192,B,NS,nonserpentine,nonserpentine,no,no,1,2,4.5,7,10/8/18,.,.,.,.,.,.,.,.,.,.,.
99,B,NS,nonserpentine,nonserpentine,no,no,3,1,4,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
108,B,NS,nonserpentine,nonserpentine,no,no,7,1,4,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
110,B,NS,nonserpentine,nonserpentine,no,no,5,1,4,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
110,B,NS,nonserpentine,nonserpentine,no,no,5,1,4,5,8/29/18,.,.,.,.,.,.,.,.,.,.,.
110,B,NS,nonserpentine,nonserpentine,no,no,5,1,4,5,9/3/18,.,.,.,.,.,.,.,.,.,.,.
112,B,NS,nonserpentine,nonserpentine,no,no,4,1,4,6,8/22/18,.,.,.,.,.,.,.,.,.,.,.
115,B,NS,nonserpentine,nonserpentine,no,no,4,1,4,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
126,B,NS,nonserpentine,nonserpentine,no,no,1,1,4,5,8/29/18,.,.,.,.,.,.,.,.,.,.,.
131,B,NS,nonserpentine,nonserpentine,no,no,6,1,4,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
132,B,NS,nonserpentine,nonserpentine,no,no,4,1,4,6,8/22/18,.,.,.,.,.,.,.,.,.,.,.
133,B,NS,nonserpentine,nonserpentine,no,no,6,1,4,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
133,B,NS,nonserpentine,nonserpentine,no,no,6,1,4,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
138,B,NS,nonserpentine,nonserpentine,no,no,6,1,4,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
141,B,NS,nonserpentine,nonserpentine,no,no,3,1,4,5,8/29/18,.,.,.,.,.,.,.,.,.,.,.
147,B,NS,nonserpentine,nonserpentine,no,no,4,1,4,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
155,B,NS,nonserpentine,nonserpentine,no,no,1,1,4,3,9/3/18,.,.,.,.,.,.,.,.,.,.,.
158,B,NS,nonserpentine,nonserpentine,no,no,5,1,4,5,8/29/18,.,.,.,.,.,.,.,.,.,.,.
177,B,NS,nonserpentine,nonserpentine,no,no,7,1,4,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
178,B,NS,nonserpentine,nonserpentine,no,no,8,1,4,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
178,B,NS,nonserpentine,nonserpentine,no,no,8,1,4,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
179,B,NS,nonserpentine,nonserpentine,no,no,2,1,4,6,8/22/18,.,.,.,.,.,.,.,.,.,.,.
179,B,NS,nonserpentine,nonserpentine,no,no,2,1,4,6,8/29/18,.,.,.,.,.,.,.,.,.,.,.
181,B,NS,nonserpentine,nonserpentine,no,no,4,1,4,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
182,B,NS,nonserpentine,nonserpentine,no,no,5,1,4,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
183,B,NS,nonserpentine,nonserpentine,no,no,8,1,4,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
188,B,NS,nonserpentine,nonserpentine,no,no,5,1,4,3,8/22/18,.,.,.,.,.,.,.,.,.,.,.
110,B,NS,nonserpentine,nonserpentine,no,no,5,2,4,7,9/10/18,.,.,.,.,.,.,.,.,.,.,.
110,B,NS,nonserpentine,nonserpentine,no,no,5,2,4,7,9/17/18,.,.,.,.,.,.,.,.,.,.,.
125,B,NS,nonserpentine,nonserpentine,no,no,9,2,4,8,9/10/18,.,.,.,.,.,.,.,.,.,.,.
131,B,NS,nonserpentine,nonserpentine,no,no,6,2,4,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
132,B,NS,nonserpentine,nonserpentine,no,no,4,2,4,6,8/29/18,.,.,.,.,.,.,.,.,.,.,.
133,B,NS,nonserpentine,nonserpentine,no,no,6,2,4,6,9/10/18,.,.,.,.,.,.,.,.,.,.,.
153,B,NS,nonserpentine,nonserpentine,no,no,4,2,4,6,9/17/18,.,.,.,.,.,.,.,.,.,.,.
161,B,NS,nonserpentine,nonserpentine,no,no,9,2,4,5,9/3/18,.,.,.,.,.,.,.,.,.,.,.
161,B,NS,nonserpentine,nonserpentine,no,no,9,2,4,8,9/10/18,.,.,.,.,.,.,.,.,.,.,.
161,B,NS,nonserpentine,nonserpentine,no,no,9,2,4,7,9/17/18,.,.,.,.,.,.,.,.,.,.,.
178,B,NS,nonserpentine,nonserpentine,no,no,8,2,4,5,9/10/18,.,.,.,.,.,.,.,.,.,.,.
178,B,NS,nonserpentine,nonserpentine,no,no,8,2,4,5,9/17/18,.,.,.,.,.,.,.,.,.,.,.
179,B,NS,nonserpentine,nonserpentine,no,no,2,2,4,8,9/3/18,.,.,.,.,.,.,.,.,.,.,.
182,B,NS,nonserpentine,nonserpentine,no,no,5,2,4,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
185,B,NS,nonserpentine,nonserpentine,no,no,9,2,4,8,9/10/18,.,.,.,.,.,.,.,.,.,.,.
191,B,NS,nonserpentine,nonserpentine,no,no,7,2,4,6,9/17/18,.,.,.,.,.,.,.,.,.,.,.
192,B,NS,nonserpentine,nonserpentine,no,no,1,2,4,6,9/24/18,.,.,.,.,.,.,.,.,.,.,.
111,B,NS,nonserpentine,nonserpentine,no,no,2,3,4,6,9/17/18,.,.,.,.,.,.,.,.,.,.,.
155,B,NS,nonserpentine,nonserpentine,no,no,1,3,4,4,9/10/18,.,.,.,.,.,.,.,.,.,.,.
155,B,NS,nonserpentine,nonserpentine,no,no,1,3,4,5,9/17/18,.,.,.,.,.,.,.,.,.,.,.
151,B,NS,nonserpentine,nonserpentine,no,no,9,2,3.5,6,9/10/18,151B,10/29/19 9:47,38.5345,0.8287,2.6035,0.2151,38.5345,0.014,0.02,0.0156,0.0044
106,B,NS,nonserpentine,nonserpentine,no,no,2,1,3.5,4,12/1/18,106B,4/17/19 16:24,47.3322,1.3898,4.3663,0.2936,47.3322,0.032,0.001,0.001,.
101,B,NS,nonserpentine,nonserpentine,no,no,5,1,3.5,4,12/1/18,101B,4/10/19 14:57,75.2247,1.9261,6.051,0.256,75.2247,0.039,0.05,0.05,.
101,B,NS,nonserpentine,nonserpentine,no,no,5,1,3.5,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
106,B,NS,nonserpentine,nonserpentine,no,no,2,1,3.5,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
111,B,NS,nonserpentine,nonserpentine,no,no,2,1,3.5,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
117,B,NS,nonserpentine,nonserpentine,no,no,8,1,3.5,5,9/10/18,.,.,.,.,.,.,.,.,.,.,.
123,B,NS,nonserpentine,nonserpentine,no,no,6,1,3.5,3,8/29/18,.,.,.,.,.,.,.,.,.,.,.
125,B,NS,nonserpentine,nonserpentine,no,no,9,1,3.5,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
125,B,NS,nonserpentine,nonserpentine,no,no,9,1,3.5,5,8/29/18,.,.,.,.,.,.,.,.,.,.,.
131,B,NS,nonserpentine,nonserpentine,no,no,6,1,3.5,2,8/22/18,.,.,.,.,.,.,.,.,.,.,.
133,B,NS,nonserpentine,nonserpentine,no,no,6,1,3.5,2,8/22/18,.,.,.,.,.,.,.,.,.,.,.
148,B,NS,nonserpentine,nonserpentine,no,no,8,1,3.5,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
153,B,NS,nonserpentine,nonserpentine,no,no,4,1,3.5,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
155,B,NS,nonserpentine,nonserpentine,no,no,1,1,3.5,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
158,B,NS,nonserpentine,nonserpentine,no,no,5,1,3.5,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
161,B,NS,nonserpentine,nonserpentine,no,no,9,1,3.5,5,8/22/18,.,.,.,.,.,.,.,.,.,.,.
161,B,NS,nonserpentine,nonserpentine,no,no,9,1,3.5,5,8/29/18,.,.,.,.,.,.,.,.,.,.,.
162,B,NS,nonserpentine,nonserpentine,no,no,4,1,3.5,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
166,B,NS,nonserpentine,nonserpentine,no,no,7,1,3.5,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
166,B,NS,nonserpentine,nonserpentine,no,no,7,1,3.5,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
178,B,NS,nonserpentine,nonserpentine,no,no,8,1,3.5,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
180,B,NS,nonserpentine,nonserpentine,no,no,7,1,3.5,6,8/22/18,.,.,.,.,.,.,.,.,.,.,.
190,B,NS,nonserpentine,nonserpentine,no,no,1,1,3.5,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
191,B,NS,nonserpentine,nonserpentine,no,no,7,1,3.5,6,9/10/18,.,.,.,.,.,.,.,.,.,.,.
117,B,NS,nonserpentine,nonserpentine,no,no,8,2,3.5,6,9/17/18,.,.,.,.,.,.,.,.,.,.,.
123,B,NS,nonserpentine,nonserpentine,no,no,6,2,3.5,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
125,B,NS,nonserpentine,nonserpentine,no,no,9,2,3.5,6,9/3/18,.,.,.,.,.,.,.,.,.,.,.
127,B,NS,nonserpentine,nonserpentine,no,no,6,2,3.5,5,9/10/18,.,.,.,.,.,.,.,.,.,.,.
134,B,NS,nonserpentine,nonserpentine,no,no,8,2,3.5,6,8/29/18,.,.,.,.,.,.,.,.,.,.,.
153,B,NS,nonserpentine,nonserpentine,no,no,4,2,3.5,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
166,B,NS,nonserpentine,nonserpentine,no,no,7,2,3.5,5,9/10/18,.,.,.,.,.,.,.,.,.,.,.
192,B,NS,nonserpentine,nonserpentine,no,no,1,2,3.5,5,9/17/18,.,.,.,.,.,.,.,.,.,.,.
111,B,NS,nonserpentine,nonserpentine,no,no,2,1,3,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
111,B,NS,nonserpentine,nonserpentine,no,no,2,1,3,5,9/3/18,.,.,.,.,.,.,.,.,.,.,.
117,B,NS,nonserpentine,nonserpentine,no,no,8,1,3,2,8/22/18,.,.,.,.,.,.,.,.,.,.,.
117,B,NS,nonserpentine,nonserpentine,no,no,8,1,3,3,8/29/18,.,.,.,.,.,.,.,.,.,.,.
117,B,NS,nonserpentine,nonserpentine,no,no,8,1,3,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
123,B,NS,nonserpentine,nonserpentine,no,no,6,1,3,2,8/22/18,.,.,.,.,.,.,.,.,.,.,.
126,B,NS,nonserpentine,nonserpentine,no,no,1,1,3,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
141,B,NS,nonserpentine,nonserpentine,no,no,3,1,3,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
146,B,NS,nonserpentine,nonserpentine,no,no,8,1,3,5,8/29/18,.,.,.,.,.,.,.,.,.,.,.
147,B,NS,nonserpentine,nonserpentine,no,no,4,1,3,3,8/22/18,.,.,.,.,.,.,.,.,.,.,.
147,B,NS,nonserpentine,nonserpentine,no,no,4,1,3,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
148,B,NS,nonserpentine,nonserpentine,no,no,8,1,3,2,8/22/18,.,.,.,.,.,.,.,.,.,.,.
148,B,NS,nonserpentine,nonserpentine,no,no,8,1,3,3,8/29/18,.,.,.,.,.,.,.,.,.,.,.
151,B,NS,nonserpentine,nonserpentine,no,no,9,1,3,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
151,B,NS,nonserpentine,nonserpentine,no,no,9,1,3,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
153,B,NS,nonserpentine,nonserpentine,no,no,4,1,3,2,8/22/18,.,.,.,.,.,.,.,.,.,.,.
155,B,NS,nonserpentine,nonserpentine,no,no,1,1,3,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
166,B,NS,nonserpentine,nonserpentine,no,no,7,1,3,2,8/22/18,.,.,.,.,.,.,.,.,.,.,.
169,B,NS,nonserpentine,nonserpentine,no,no,1,1,3,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
169,B,NS,nonserpentine,nonserpentine,no,no,1,1,3,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
182,B,NS,nonserpentine,nonserpentine,no,no,5,1,3,5,9/3/18,.,.,.,.,.,.,.,.,.,.,.
185,B,NS,nonserpentine,nonserpentine,no,no,9,1,3,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
185,B,NS,nonserpentine,nonserpentine,no,no,9,1,3,6,9/3/18,.,.,.,.,.,.,.,.,.,.,.
190,B,NS,nonserpentine,nonserpentine,no,no,1,1,3,3,8/22/18,.,.,.,.,.,.,.,.,.,.,.
190,B,NS,nonserpentine,nonserpentine,no,no,1,1,3,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
192,B,NS,nonserpentine,nonserpentine,no,no,1,1,3,4,8/22/18,.,.,.,.,.,.,.,.,.,.,.
192,B,NS,nonserpentine,nonserpentine,no,no,1,1,3,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
192,B,NS,nonserpentine,nonserpentine,no,no,1,1,3,4,9/10/18,.,.,.,.,.,.,.,.,.,.,.
185,B,NS,nonserpentine,nonserpentine,no,no,9,2,3,5,8/29/18,.,.,.,.,.,.,.,.,.,.,.
190,B,NS,nonserpentine,nonserpentine,no,no,1,2,3,6,9/10/18,.,.,.,.,.,.,.,.,.,.,.
192,B,NS,nonserpentine,nonserpentine,no,no,1,2,3,3,8/29/18,.,.,.,.,.,.,.,.,.,.,.
111,B,NS,nonserpentine,nonserpentine,no,no,2,3,3,5,9/10/18,.,.,.,.,.,.,.,.,.,.,.
104,B,NS,nonserpentine,nonserpentine,no,no,2,1,2.5,5,8/22/18,.,.,.,.,.,.,.,.,.,.,.
151,B,NS,nonserpentine,nonserpentine,no,no,9,1,2.5,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
169,B,NS,nonserpentine,nonserpentine,no,no,1,1,2.5,3,8/22/18,.,.,.,.,.,.,.,.,.,.,.
127,B,NS,nonserpentine,nonserpentine,no,no,6,1,2,2,8/22/18,.,.,.,.,.,.,.,.,.,.,.
127,B,NS,nonserpentine,nonserpentine,no,no,6,1,2,2,8/29/18,.,.,.,.,.,.,.,.,.,.,.
127,B,NS,nonserpentine,nonserpentine,no,no,6,1,2,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
157,B,NS,nonserpentine,nonserpentine,no,no,1,1,2,4,9/3/18,.,.,.,.,.,.,.,.,.,.,.
181,B,NS,nonserpentine,nonserpentine,no,no,4,1,2,3,8/29/18,.,.,.,.,.,.,.,.,.,.,.
157,B,NS,nonserpentine,nonserpentine,no,no,1,1,1,3,8/22/18,.,.,.,.,.,.,.,.,.,.,.
157,B,NS,nonserpentine,nonserpentine,no,no,1,1,1,4,8/29/18,.,.,.,.,.,.,.,.,.,.,.
131,B,NS,nonserpentine,nonserpentine,no,no,6,5,.,.,12/15/18,131B,1/22/20 14:48,238.9139,5.8966,18.5248,0.2468,238.9139,0.114,.,0.26,.
153,B,NS,nonserpentine,nonserpentine,no,no,4,5,.,.,12/15/18,153B,1/22/20 14:10,241.0832,5.445,17.106,0.2259,241.0832,0.097,.,0.22,.
135,B,NS,nonserpentine,nonserpentine,no,no,9,5,.,.,12/15/18,135B,1/15/20 14:16,275.6955,5.9151,18.5828,0.2146,275.6955,0.1,.,0.19,.
163,B,NS,nonserpentine,nonserpentine,no,no,5,5,.,.,12/15/18,163B,1/22/20 15:08,327.836,7.2891,22.8995,0.2223,327.836,0.127,.,0.2,.
192,B,NS,nonserpentine,nonserpentine,no,no,1,5,.,.,12/15/18,192B,1/13/20 15:53,331.0772,7.5752,23.7981,0.2288,331.0772,0.136,.,0.14,.
