sample_num,dna_sample,dna_id,soil_stress,soil_let,soil_type,microbe_type,nickel,drought,tray,growth (8.8.2018),growth (8.15.2018),pds,date.collected,date.dna,pds.8.22.2018,height.8.22.2018,leaf.num.8.22.2018,date.8.22.2018,amt.gem,pds.8.29.2018,height.8.29.2018,leaf.num.8.29.2018,date.8.29.2018,pds.10.22.2018,height.10.22.2018,leaf.num.10.22.2018,date.10.22.2018,pds.9.3.2018,height.9.3.2018,leaf.num.9.3.2018,date.9.3.2018,pds.9.10.2018,height.9.10.2018,leaf.num.9.10.2018,date.9.10.2018,pds.9.24.2018,height.9.24.2018,leaf.num.9.24.2018,date.9.24.2018,pds.9.17.2018,height.9.17.2018,leaf.num.9.17.2018,date.9.17.2018,pds.10.1.2018,height.10.1.2018,leaf.num.10.1.2018,date.10.1.2018,pds.10.8.2018,height.10.8.2018,leaf.num.10.8.2018,date.10.8.2018,pds.10.15.2018,height.10.15.2018,leaf.num.10.15.2018,date.10.15.2018,pds.11.12.2018,height.11.12.2018,leaf.num.11.12.2018,date.11.12.2018,pds.11.19.2018,height.11.19.2018,leaf.num.11.19.2018,date.11.19.2018,pds.11.26.2018,height.11.26.2018,leaf.num.11.26.2018,date.11.26.2018,sample_num_let
126,.,.,NS,B,nonserpentine,nonserpentine,no,no,1,yes,yes,.,.,.,1,3,4,8/22/18,2,1,4,5,8/29/18,3,9,12,10/22/18,2,5,6,9/3/18,2,5.5,8,9/10/18,2,6.5,11,9/24/18,2,6.5,9,9/17/18,2,6.5,12,10/1/18,2,7,13,10/8/18,3,8,14,10/15/18,4,17,15,11/12/18,4,17,7,11/19/18,.,.,.,11/26/18,
127,.,.,NS,B,nonserpentine,nonserpentine,no,no,6,yes,yes,.,.,.,1,2,2,8/22/18,2,1,2,2,8/29/18,3,7,9,10/22/18,1,2,4,9/3/18,2,3.5,5,9/10/18,2,5,7,9/24/18,2,5,6,9/17/18,2,5,6,10/1/18,2,6,8,10/8/18,2,6.5,8,10/15/18,3,12,8,11/12/18,4,14.5,11,11/19/18,.,.,.,11/26/18,
128,.,.,NS,B,nonserpentine,nonserpentine,no,no,9,yes,yes,2,9/4/18,.,1,5,6,8/22/18,4,2,5,7,8/29/18,.,.,.,10/22/18,2,5.5,8,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,128B
129,.,.,NS,B,nonserpentine,nonserpentine,no,no,9,yes,yes,2,9/4/18,.,1,4.5,4,8/22/18,3,2,6,6,8/29/18,.,.,.,10/22/18,2,6,7,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,129B
130,119B130,119,NS,B,nonserpentine,nonserpentine,no,no,9,yes,yes,2,9/4/18,4/16/19,1,5.5,6,8/22/18,4,2,6.5,7,8/29/18,.,.,.,10/22/18,2,5.5,7,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,130B
131,66B131,66,NS,B,nonserpentine,nonserpentine,no,no,6,yes,yes,5,12/15/18,3/20/19,1,3.5,2,8/22/18,2,1,4,4,8/29/18,3,11,13,10/22/18,2,4,4,9/3/18,2,5,6,9/10/18,2,7.5,9,9/24/18,2,6,7,9/17/18,2,9,11,10/1/18,2,9.5,11,10/8/18,3,10,14,10/15/18,4,20,10,11/12/18,4,20,11,11/19/18,.,.,.,11/26/18,
132,49B132,49,NS,B,nonserpentine,nonserpentine,no,no,4,yes,yes,2,9/4/18,3/11/19,1,4,6,8/22/18,2,2,4,6,8/29/18,.,.,.,10/22/18,2,4.5,7,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,132B
133,.,.,NS,B,nonserpentine,nonserpentine,no,no,6,yes,yes,.,.,.,1,3.5,2,8/22/18,3,1,4,4,8/29/18,3,9,12,10/22/18,1,4,4,9/3/18,2,4,6,9/10/18,2,6,8,9/24/18,2,5.5,7,9/17/18,2,5.5,8,10/1/18,,,,10/8/18,2,8,11,10/15/18,3,17.5,11,11/12/18,4,19.5,13,11/19/18,.,.,.,11/26/18,
134,.,.,NS,B,nonserpentine,nonserpentine,no,no,8,yes,yes,2,9/4/18,.,1,4.5,4,8/22/18,4,2,3.5,6,8/29/18,.,.,.,10/22/18,2,5,8,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,134B
135,.,.,NS,B,nonserpentine,nonserpentine,no,no,9,yes,yes,5,12/15/18,.,1,7,6,8/22/18,4,2,6.5,7,8/29/18,3,15.5,9,10/22/18,2,6,8,9/3/18,2,7.5,9,9/10/18,2,7,12,9/24/18,2,7,11,9/17/18,2,7.5,11,10/1/18,3,8.5,11,10/8/18,2,9.5,11,10/15/18,4,19,12,11/12/18,4,19,9,11/19/18,.,.,.,11/26/18,
136,104B136,104,NS,B,nonserpentine,nonserpentine,no,no,6,yes,yes,3,10/21/18,4/10/19,1,6,4,8/22/18,4,1,7.5,5,8/29/18,.,.,.,10/22/18,2,8,7,9/3/18,2,8.5,9,9/10/18,2,9,12,9/24/18,2,9,10,9/17/18,2,9.9,12,10/1/18,2,11.5,15,10/8/18,3,12,15,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
137,.,.,NS,B,nonserpentine,nonserpentine,no,no,4,no,yes,1,12/1/18,.,.,.,.,8/22/18,.,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,6,.,11/26/18,137B
138,.,.,NS,B,nonserpentine,nonserpentine,no,no,6,yes,yes,2,9/4/18,.,1,4,4,8/22/18,2,2,7,6,8/29/18,.,.,.,10/22/18,2,8.5,7,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,138B
139,.,.,NS,B,nonserpentine,nonserpentine,no,no,5,yes,yes,2,9/4/18,.,1,5,5,8/22/18,2,2,5.5,6,8/29/18,.,.,.,10/22/18,2,5.5,6,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,139B
140,.,.,NS,B,nonserpentine,nonserpentine,no,no,7,no,yes,1,12/1/18,.,.,.,.,8/22/18,.,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,6.333333333,.,11/26/18,140B
141,.,.,NS,B,nonserpentine,nonserpentine,no,no,3,yes,yes,4,11/17/18,.,1,3,4,8/22/18,3,1,4,5,8/29/18,.,.,.,10/22/18,1,5,6,9/3/18,2,7,7,9/10/18,2,7,9,9/24/18,2,6.5,8,9/17/18,2,8,10,10/1/18,3,9,9,10/8/18,3,11,11,10/15/18,4,17.5,9,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,141B
142,117B142,117,NS,B,nonserpentine,nonserpentine,no,no,4,yes,yes,2,9/4/18,4/16/19,1,5,5,8/22/18,1,2,7.5,7,8/29/18,.,.,.,10/22/18,2,7.5,8,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,142B
143,154B143,154,NS,B,nonserpentine,nonserpentine,no,no,3,yes,yes,4,11/17/18,7/27/19,1,5,5,8/22/18,1,2,5.5,6,8/29/18,.,.,.,10/22/18,2,6.5,6,9/3/18,2,6,9,9/10/18,2,6.5,13,9/24/18,2,6,11,9/17/18,3,8.5,13,10/1/18,3,9,13,10/8/18,3,12.5,12,10/15/18,4,16.5,11,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
144,.,.,NS,B,nonserpentine,nonserpentine,no,no,5,yes,yes,5,12/15/18,.,1,5,4,8/22/18,4,2,6,6,8/29/18,4,16,12,10/22/18,2,5.5,7,9/3/18,2,7,9,9/10/18,3,7,12,9/24/18,2,6.5,11,9/17/18,3,8,13,10/1/18,3,11.5,12,10/8/18,4,15,12,10/15/18,4,16,9,11/12/18,4,16,13,11/19/18,.,.,.,11/26/18,
145,.,.,NS,B,nonserpentine,nonserpentine,no,no,6,yes,yes,.,.,.,1,4.5,4,8/22/18,3,1,4.5,4,8/29/18,2,8.5,11,10/22/18,1,4.5,4,9/3/18,2,5,6,9/10/18,2,6,8,9/24/18,2,5,7,9/17/18,2,7.5,8,10/1/18,2,8,9,10/8/18,2,8,10,10/15/18,3,15,9,11/12/18,4,17.5,10,11/19/18,.,.,.,11/26/18,
146,.,.,NS,B,nonserpentine,nonserpentine,no,no,8,yes,yes,4,11/17/18,.,1,4.5,4,8/22/18,4,1,3,5,8/29/18,.,.,.,10/22/18,1,6,6,9/3/18,2,6,7,9/10/18,2,6,9,9/24/18,2,6.5,8,9/17/18,2,6.5,10,10/1/18,2,6.5,12,10/8/18,2,6.5,12,10/15/18,3,11.5,12,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
147,135B147,135,NS,B,nonserpentine,nonserpentine,no,no,4,yes,yes,3,10/21/18,5/6/19,1,3,3,8/22/18,1,1,3,4,8/29/18,.,.,.,10/22/18,1,4,4,9/3/18,2,7,6,9/10/18,2,8,9,9/24/18,2,7,7,9/17/18,2,8,11,10/1/18,3,10,10,10/8/18,3,11,12,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,147B
148,.,.,NS,B,nonserpentine,nonserpentine,no,no,8,yes,yes,5,12/15/18,.,1,3,2,8/22/18,5,1,3,3,8/29/18,3,10,10,10/22/18,1,3.5,4,9/3/18,1,5,5,9/10/18,2,6.5,8,9/24/18,2,6,6,9/17/18,2,6.5,9,10/1/18,2,8.5,9,10/8/18,3,9,10,10/15/18,4,18.5,14,11/12/18,4,18.5,10,11/19/18,.,.,.,11/26/18,
149,130B149,130,NS,B,nonserpentine,nonserpentine,no,no,7,yes,yes,3,10/21/18,5/1/19,1,6,6,8/22/18,2,2,6,7,8/29/18,.,.,.,10/22/18,2,6,7,9/3/18,2,6.5,9,9/10/18,2,7,11,9/24/18,2,7,10,9/17/18,2,8,12,10/1/18,3,10.5,11,10/8/18,3,10,10,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,149B
150,.,.,NS,B,nonserpentine,nonserpentine,no,no,1,yes,yes,.,.,.,1,5,6,8/22/18,2,2,5,7,8/29/18,3,6,14,10/22/18,2,6,8,9/3/18,2,6,11,9/10/18,2,6,13,9/24/18,2,5,11,9/17/18,2,6,14,10/1/18,2,6.5,14,10/8/18,2,6.5,18,10/15/18,3,11,15,11/12/18,4,16,15,11/19/18,.,.,.,11/26/18,
151,98B151,98,NS,B,nonserpentine,nonserpentine,no,no,9,yes,yes,2,9/11/18,4/9/19,1,3,4,8/22/18,5,1,2.5,4,8/29/18,.,.,.,10/22/18,1,3,4,9/3/18,2,3.5,6,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,151B
152,.,.,NS,B,nonserpentine,nonserpentine,no,no,8,no,no,.,.,.,.,.,.,8/22/18,.,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
153,57B153,57,NS,B,nonserpentine,nonserpentine,no,no,4,no,yes,5,12/15/18,3/11/19,1,3,2,8/22/18,1,2,3.5,4,8/29/18,.,.,.,10/22/18,1,3.5,4,9/3/18,.,.,.,9/10/18,2,7,6,9/24/18,2,4,6,9/17/18,2,7.5,8,10/1/18,2,9,9,10/8/18,2,10,10,10/15/18,3,11.5,8,11/12/18,4,14,10,11/19/18,.,.,.,11/26/18,
154,21B154,21,NS,B,nonserpentine,nonserpentine,no,no,7,yes,yes,3,10/21/18,2/15/19,1,5,6,8/22/18,3,2,5,6,8/29/18,.,.,.,10/22/18,2,5,8,9/3/18,2,4.5,10,9/10/18,2,4.5,13,9/24/18,2,5,11,9/17/18,2,4.5,14,10/1/18,3,6,14,10/8/18,3,6,14,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,154B
155,34B155,34,NS,B,nonserpentine,nonserpentine,no,no,1,yes,yes,4,11/17/18,2/25/19,1,3.5,4,8/22/18,2,1,3,4,8/29/18,2,8,8,10/22/18,1,4,3,9/3/18,3,4,4,9/10/18,3,5.5,5,9/24/18,3,4,5,9/17/18,2,6,7,10/1/18,2,6.5,8,10/8/18,2,7,8,10/15/18,4,9,5,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,155B
156,140B156,140,NS,B,nonserpentine,nonserpentine,no,no,2,no,no,1,12/1/18,5/15/19,.,.,.,8/22/18,.,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,4.666666667,.,11/26/18,156B
157,139B157,139,NS,B,nonserpentine,nonserpentine,no,no,1,yes,yes,5,12/15/18,5/15/19,1,1,3,8/22/18,1,1,1,4,8/29/18,2,7.5,12,10/22/18,1,2,4,9/3/18,2,4.5,6,9/10/18,2,4.5,5,9/24/18,2,4.5,5,9/17/18,2,4.5,8,10/1/18,2,6.5,9,10/8/18,2,7,10,10/15/18,3,12.5,12,11/12/18,4,16,13,11/19/18,.,.,.,11/26/18,
158,149B158,149,NS,B,nonserpentine,nonserpentine,no,no,5,yes,yes,4,11/17/18,7/27/19,1,3.5,4,8/22/18,5,1,4,5,8/29/18,3,11.5,12,10/22/18,2,5,5,9/3/18,2,6,7,9/10/18,2,7,8,9/24/18,2,6.5,8,9/17/18,2,6.5,10,10/1/18,2,8.5,11,10/8/18,3,11,11,10/15/18,4,19.5,11,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,158B
159,.,.,NS,B,nonserpentine,nonserpentine,no,no,6,yes,yes,.,.,.,1,5,4,8/22/18,3,2,7,6,8/29/18,4,11,15,10/22/18,2,7,7,9/3/18,2,7,10,9/10/18,2,7.5,13,9/24/18,2,7,12,9/17/18,2,9,13,10/1/18,3,10,14,10/8/18,3,10.5,12,10/15/18,4,11,6,11/12/18,4,11,5,11/19/18,.,.,.,11/26/18,
160,92B160,92,NS,B,nonserpentine,nonserpentine,no,no,4,yes,yes,3,10/21/18,4/8/19,1,5.5,4,8/22/18,3,2,6,6,8/29/18,.,.,.,10/22/18,2,6,7,9/3/18,2,6.5,11,9/10/18,2,7.5,11,9/24/18,2,6.5,10,9/17/18,2,7.5,11,10/1/18,3,9,13,10/8/18,3,9.5,13,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
161,.,.,NS,B,nonserpentine,nonserpentine,no,no,9,yes,yes,5,12/15/18,.,1,3.5,5,8/22/18,3,1,3.5,5,8/29/18,2,8,12,10/22/18,2,4,5,9/3/18,2,4,8,9/10/18,2,4.5,7,9/24/18,2,4,7,9/17/18,2,4.5,9,10/1/18,2,6.5,9,10/8/18,2,7.5,9,10/15/18,3,10.5,11,11/12/18,4,15.5,10,11/19/18,.,.,.,11/26/18,161B
162,22B162,22,NS,B,nonserpentine,nonserpentine,no,no,4,yes,yes,3,10/21/18,2/15/19,1,3.5,4,8/22/18,1,1,4.5,4,8/29/18,.,.,.,10/22/18,1,4.5,5,9/3/18,2,5,5,9/10/18,2,7,8,9/24/18,2,6.5,6,9/17/18,2,8.5,9,10/1/18,2,8.5,9,10/8/18,3,11,11,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,162B
163,.,.,NS,B,nonserpentine,nonserpentine,no,no,5,yes,yes,5,12/15/18,.,1,5,5,8/22/18,2,1,5,6,8/29/18,4,17,10,10/22/18,2,5,6,9/3/18,2,5.5,7,9/10/18,2,7,9,9/24/18,2,5,8,9/17/18,3,8,11,10/1/18,3,9,10,10/8/18,3,14,10,10/15/18,4,17,12,11/12/18,4,17,8,11/19/18,.,.,.,11/26/18,
164,.,.,NS,B,nonserpentine,nonserpentine,no,no,5,yes,yes,.,.,.,1,5.5,6,8/22/18,3,2,6,6,8/29/18,.,.,.,10/22/18,2,6,7,9/3/18,2,6.5,8,9/10/18,3,6,8,9/24/18,2,6,9,9/17/18,3,7,9,10/1/18,3,7,11,10/8/18,3,11.5,11,10/15/18,4,14,7,11/12/18,4,14,6,11/19/18,.,.,.,11/26/18,
165,164B165,164,NS,B,nonserpentine,nonserpentine,no,no,7,no,no,6,12/15/18,8/3/19,.,.,.,8/22/18,.,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
166,128B166,128,NS,B,nonserpentine,nonserpentine,no,no,7,yes,yes,3,10/21/18,5/1/19,1,3,2,8/22/18,5,1,3.5,4,8/29/18,.,.,.,10/22/18,1,3.5,4,9/3/18,2,3.5,5,9/10/18,2,7,7,9/24/18,2,5,6,9/17/18,2,8,9,10/1/18,2,8,9,10/8/18,3,9.5,8,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,166B
167,.,.,NS,B,nonserpentine,nonserpentine,no,no,5,yes,yes,4,11/17/18,.,1,7,6,8/22/18,2,2,8,8,8/29/18,4,10,10,10/22/18,2,7,8,9/3/18,2,8,10,9/10/18,2,7,12,9/24/18,2,8,11,9/17/18,3,8,14,10/1/18,3,9.5,11,10/8/18,4,10.5,12,10/15/18,4,10,8,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,167B
168,65B168,65,NS,B,nonserpentine,nonserpentine,no,no,2,yes,yes,5,12/15/18,3/20/19,1,5.5,6,8/22/18,1,2,6,7,8/29/18,3,9.5,12,10/22/18,2,6.5,9,9/3/18,2,6,11,9/10/18,2,6,12,9/24/18,2,6,10,9/17/18,2,7,13,10/1/18,2,8.5,15,10/8/18,3,9.5,14,10/15/18,4,17,10,11/12/18,4,16,11,11/19/18,.,.,.,11/26/18,168B
169,32B169,32,NS,B,nonserpentine,nonserpentine,no,no,1,yes,yes,4,11/17/18,2/25/19,1,2.5,3,8/22/18,3,1,3,4,8/29/18,2,7.5,14,10/22/18,1,3,4,9/3/18,2,6,6,9/10/18,2,6,8,9/24/18,2,6,7,9/17/18,2,6.5,10,10/1/18,2,6.5,11,10/8/18,2,7,13,10/15/18,4,9.5,10,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,169B
170,141B170,141,NS,B,nonserpentine,nonserpentine,no,no,7,yes,yes,1,12/1/18,5/15/19,.,.,.,8/22/18,.,.,.,.,8/29/18,.,.,.,10/22/18,.,.,.,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,.,.,.,9/17/18,.,.,.,10/1/18,.,.,.,10/8/18,.,.,.,10/15/18,.,.,.,11/12/18,.,.,.,11/19/18,1,5.333333333,.,11/26/18,170B
171,.,.,NS,B,nonserpentine,nonserpentine,no,no,5,yes,yes,4,11/17/18,.,1,5,4,8/22/18,3,1,5,5,8/29/18,3,10.5,10,10/22/18,1,5.5,5,9/3/18,2,5,7,9/10/18,2,5.5,7,9/24/18,2,5,7,9/17/18,2,5,9,10/1/18,2,8,10,10/8/18,3,9.5,10,10/15/18,4,18.5,9,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,171B
172,.,.,NS,B,nonserpentine,nonserpentine,no,no,3,yes,yes,3,10/21/18,.,1,5.5,5,8/22/18,3,2,6.5,6,8/29/18,.,.,.,10/22/18,2,7,7,9/3/18,2,7,9,9/10/18,2,8,12,9/24/18,2,8,11,9/17/18,3,9,12,10/1/18,3,10,13,10/8/18,3,11,13,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
173,.,.,NS,B,nonserpentine,nonserpentine,no,no,6,yes,yes,4,11/17/18,.,1,5.5,5,8/22/18,1,1,5,6,8/29/18,3,10.5,15,10/22/18,2,6,7,9/3/18,2,6,8,9/10/18,2,6,11,9/24/18,2,5.5,10,9/17/18,2,6.5,12,10/1/18,2,8.5,14,10/8/18,3,9.5,14,10/15/18,4,18,15,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,173B
174,170B174,170,NS,B,nonserpentine,nonserpentine,no,no,8,yes,yes,4,11/17/18,.,1,6,4,8/22/18,4,2,9,7,8/29/18,4,17,17,10/22/18,2,9,8,9/3/18,2,10,11,9/10/18,2,10,15,9/24/18,2,10,13,9/17/18,3,10,17,10/1/18,3,10.5,16,10/8/18,4,17,17,10/15/18,4,17,11,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,174B
175,151B175,151,NS,B,nonserpentine,nonserpentine,no,no,3,yes,yes,5,12/15/18,7/27/19,1,5.5,4,8/22/18,2,2,7,7,8/29/18,.,.,.,10/22/18,2,7,10,9/3/18,2,8,12,9/10/18,2,7.5,15,9/24/18,2,7.5,12,9/17/18,3,8.5,14,10/1/18,3,10,16,10/8/18,3,10,18,10/15/18,4,18.5,13,11/12/18,4,18.5,11,11/19/18,.,.,.,11/26/18,
176,.,.,NS,B,nonserpentine,nonserpentine,no,no,3,yes,yes,.,.,.,1,4.5,5,8/22/18,2,2,5.5,7,8/29/18,4,13,14,10/22/18,2,7,7,9/3/18,2,8.5,13,9/10/18,2,6.5,16,9/24/18,2,9.5,15,9/17/18,3,8,14,10/1/18,3,9,15,10/8/18,4,13,17,10/15/18,4,13,13,11/12/18,4,13,10,11/19/18,.,.,.,11/26/18,
177,.,.,NS,B,nonserpentine,nonserpentine,no,no,7,yes,yes,3,10/21/18,.,1,4,4,8/22/18,5,2,5.5,5,8/29/18,.,.,.,10/22/18,2,6,6,9/3/18,2,6,8,9/10/18,2,6.5,11,9/24/18,2,6,8,9/17/18,2,7.5,11,10/1/18,3,9,12,10/8/18,3,9,11,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
178,.,.,NS,B,nonserpentine,nonserpentine,no,no,8,yes,yes,3,10/21/18,.,1,3.5,4,8/22/18,5,1,4,4,8/29/18,.,.,.,10/22/18,1,4,4,9/3/18,2,4,5,9/10/18,2,6,6,9/24/18,2,4,5,9/17/18,2,9,7,10/1/18,2,9.5,8,10/8/18,3,10,9,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,178B
179,.,.,NS,B,nonserpentine,nonserpentine,no,no,2,yes,yes,3,10/21/18,.,1,4,6,8/22/18,3,1,4,6,8/29/18,.,.,.,10/22/18,2,4,8,9/3/18,2,6,10,9/10/18,2,7,11,9/24/18,2,6,10,9/17/18,2,7.5,13,10/1/18,2,8,13,10/8/18,2,8.5,14,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,
180,.,.,NS,B,nonserpentine,nonserpentine,no,no,7,yes,yes,2,9/4/18,.,1,3.5,6,8/22/18,1,2,6,6,8/29/18,.,.,.,10/22/18,2,5.5,7,9/3/18,.,.,.,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,180B
181,.,.,NS,B,nonserpentine,nonserpentine,no,no,4,yes,yes,2,9/11/18,.,1,5,3,8/22/18,1,1,2,3,8/29/18,.,.,.,10/22/18,1,4,4,9/3/18,2,4.5,5,9/10/18,.,.,.,9/24/18,,,,9/17/18,,,,10/1/18,,,,10/8/18,.,.,.,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,181B
182,127B182,127,NS,B,nonserpentine,nonserpentine,no,no,5,yes,yes,3,10/21/18,5/1/19,1,4,4,8/22/18,4,2,4,4,8/29/18,.,.,.,10/22/18,1,3,5,9/3/18,2,6,7,9/10/18,2,7.5,9,9/24/18,2,6.5,8,9/17/18,2,8,10,10/1/18,2,9,12,10/8/18,3,10,13,10/15/18,,,,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,182B
183,.,.,NS,B,nonserpentine,nonserpentine,no,no,8,yes,yes,5,12/15/18,.,1,4,4,8/22/18,4,2,5,6,8/29/18,4,15.5,11,10/22/18,2,5,6,9/3/18,2,5,7,9/10/18,2,8,9,9/24/18,2,7,8,9/17/18,3,9,10,10/1/18,3,10,12,10/8/18,4,15,11,10/15/18,4,16,7,11/12/18,4,16,8,11/19/18,.,.,.,11/26/18,
184,.,.,NS,B,nonserpentine,nonserpentine,no,no,7,yes,yes,4,11/17/18,.,1,5,4,8/22/18,4,2,6,6,8/29/18,4,12,11,10/22/18,2,5.5,6,9/3/18,2,5.5,9,9/10/18,2,5.5,10,9/24/18,2,6,9,9/17/18,3,5.5,12,10/1/18,3,5,8,10/8/18,3,10,9,10/15/18,4,13,12,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,184B
185,25B185,25,NS,B,nonserpentine,nonserpentine,no,no,9,yes,yes,4,11/17/18,2/22/19,1,3,4,8/22/18,3,2,3,5,8/29/18,2,10,13,10/22/18,1,3,6,9/3/18,2,4,8,9/10/18,2,5,10,9/24/18,2,4.5,9,9/17/18,2,5,10,10/1/18,2,6.5,12,10/8/18,2,9,15,10/15/18,3,10.5,9,11/12/18,.,.,.,11/19/18,.,.,.,11/26/18,185B
186,.,.,NS,B,nonserpentine,nonserpentine,no,no,6,yes,yes,5,12/15/18,.,1,5,6,8/22/18,2,2,5.5,6,8/29/18,3,11,13,10/22/18,2,5,7,9/3/18,2,5.5,9,9/10/18,2,6,11,9/24/18,2,5.5,10,9/17/18,2,8,12,10/1/18,2,9,13,10/8/18,3,10.5,13,10/15/18,4,24,12,11/12/18,4,24.5,12,11/19/18,.,.,.,11/26/18,
187,.,.,NS,B,nonserpentine,nonserpentine,no,no,6,yes,yes,.,.,.,1,6.5,6,8/22/18,3,2,6.5,7,8/29/18,4,19,14,10/22/18,2,7,8,9/3/18,2,7.5,11,9/10/18,2,8.5,12,9/24/18,2,8,10,9/17/18,2,9,15,10/1/18,3,11,14,10/8/18,3,13,13,10/15/18,4,19,10,11/12/18,4,18.5,10,11/19/18,.,.,.,11/26/18,
